,Vehicles,Month,Day,Hour,Vehicles_lag_1,Vehicles_lag_2
2016-03-23 06:00:00,19,3,23,6,16.0,21.0
2016-03-23 07:00:00,19,3,23,7,19.0,16.0
2016-03-23 08:00:00,23,3,23,8,19.0,19.0
2016-03-23 09:00:00,31,3,23,9,23.0,19.0
2016-03-23 10:00:00,41,3,23,10,31.0,23.0
2016-03-23 11:00:00,41,3,23,11,41.0,31.0
2016-03-23 12:00:00,39,3,23,12,41.0,41.0
2016-03-23 13:00:00,35,3,23,13,39.0,41.0
2016-03-23 14:00:00,45,3,23,14,35.0,39.0
2016-03-23 15:00:00,42,3,23,15,45.0,35.0
2016-03-23 16:00:00,37,3,23,16,42.0,45.0
2016-03-23 17:00:00,36,3,23,17,37.0,42.0
2016-03-23 18:00:00,39,3,23,18,36.0,37.0
2016-03-23 19:00:00,42,3,23,19,39.0,36.0
2016-03-23 20:00:00,42,3,23,20,42.0,39.0
2016-03-23 21:00:00,36,3,23,21,42.0,42.0
2016-03-23 22:00:00,33,3,23,22,36.0,42.0
2016-03-23 23:00:00,28,3,23,23,33.0,36.0
2016-03-24 00:00:00,33,3,24,0,28.0,33.0
2016-03-24 01:00:00,25,3,24,1,33.0,28.0
2016-03-24 02:00:00,21,3,24,2,25.0,33.0
2016-03-24 03:00:00,19,3,24,3,21.0,25.0
2016-03-24 04:00:00,19,3,24,4,19.0,21.0
2016-03-24 05:00:00,18,3,24,5,19.0,19.0
2016-03-24 06:00:00,16,3,24,6,18.0,19.0
2016-03-24 07:00:00,20,3,24,7,16.0,18.0
2016-03-24 08:00:00,19,3,24,8,20.0,16.0
2016-03-24 09:00:00,26,3,24,9,19.0,20.0
2016-03-24 10:00:00,26,3,24,10,26.0,19.0
2016-03-24 11:00:00,37,3,24,11,26.0,26.0
2016-03-24 12:00:00,32,3,24,12,37.0,26.0
2016-03-24 13:00:00,28,3,24,13,32.0,37.0
2016-03-24 14:00:00,32,3,24,14,28.0,32.0
2016-03-24 15:00:00,33,3,24,15,32.0,28.0
2016-03-24 16:00:00,32,3,24,16,33.0,32.0
2016-03-24 17:00:00,34,3,24,17,32.0,33.0
2016-03-24 18:00:00,29,3,24,18,34.0,32.0
2016-03-24 19:00:00,38,3,24,19,29.0,34.0
2016-03-24 20:00:00,31,3,24,20,38.0,29.0
2016-03-24 21:00:00,30,3,24,21,31.0,38.0
2016-03-24 22:00:00,36,3,24,22,30.0,31.0
2016-03-24 23:00:00,32,3,24,23,36.0,30.0
2016-03-25 00:00:00,30,3,25,0,32.0,36.0
2016-03-25 01:00:00,28,3,25,1,30.0,32.0
2016-03-25 02:00:00,22,3,25,2,28.0,30.0
2016-03-25 03:00:00,18,3,25,3,22.0,28.0
2016-03-25 04:00:00,14,3,25,4,18.0,22.0
2016-03-25 05:00:00,17,3,25,5,14.0,18.0
2016-03-25 06:00:00,14,3,25,6,17.0,14.0
2016-03-25 07:00:00,18,3,25,7,14.0,17.0
2016-03-25 08:00:00,16,3,25,8,18.0,14.0
2016-03-25 09:00:00,28,3,25,9,16.0,18.0
2016-03-25 10:00:00,32,3,25,10,28.0,16.0
2016-03-25 11:00:00,29,3,25,11,32.0,28.0
2016-03-25 12:00:00,32,3,25,12,29.0,32.0
2016-03-25 13:00:00,27,3,25,13,32.0,29.0
2016-03-25 14:00:00,27,3,25,14,27.0,32.0
2016-03-25 15:00:00,26,3,25,15,27.0,27.0
2016-03-25 16:00:00,25,3,25,16,26.0,27.0
2016-03-25 17:00:00,25,3,25,17,25.0,26.0
2016-03-25 18:00:00,28,3,25,18,25.0,25.0
2016-03-25 19:00:00,35,3,25,19,28.0,25.0
2016-03-25 20:00:00,30,3,25,20,35.0,28.0
2016-03-25 21:00:00,33,3,25,21,30.0,35.0
2016-03-25 22:00:00,25,3,25,22,33.0,30.0
2016-03-25 23:00:00,26,3,25,23,25.0,33.0
2016-03-26 00:00:00,28,3,26,0,26.0,25.0
2016-03-26 01:00:00,24,3,26,1,28.0,26.0
2016-03-26 02:00:00,18,3,26,2,24.0,28.0
2016-03-26 03:00:00,17,3,26,3,18.0,24.0
2016-03-26 04:00:00,15,3,26,4,17.0,18.0
2016-03-26 05:00:00,13,3,26,5,15.0,17.0
2016-03-26 06:00:00,14,3,26,6,13.0,15.0
2016-03-26 07:00:00,15,3,26,7,14.0,13.0
2016-03-26 08:00:00,17,3,26,8,15.0,14.0
2016-03-26 09:00:00,18,3,26,9,17.0,15.0
2016-03-26 10:00:00,22,3,26,10,18.0,17.0
2016-03-26 11:00:00,24,3,26,11,22.0,18.0
2016-03-26 12:00:00,18,3,26,12,24.0,22.0
2016-03-26 13:00:00,22,3,26,13,18.0,24.0
2016-03-26 14:00:00,19,3,26,14,22.0,18.0
2016-03-26 15:00:00,20,3,26,15,19.0,22.0
2016-03-26 16:00:00,23,3,26,16,20.0,19.0
2016-03-26 17:00:00,22,3,26,17,23.0,20.0
2016-03-26 18:00:00,22,3,26,18,22.0,23.0
2016-03-26 19:00:00,27,3,26,19,22.0,22.0
2016-03-26 20:00:00,24,3,26,20,27.0,22.0
2016-03-26 21:00:00,25,3,26,21,24.0,27.0
2016-03-26 22:00:00,23,3,26,22,25.0,24.0
2016-03-26 23:00:00,24,3,26,23,23.0,25.0
2016-03-27 00:00:00,24,3,27,0,24.0,23.0
2016-03-27 01:00:00,19,3,27,1,24.0,24.0
2016-03-27 02:00:00,17,3,27,2,19.0,24.0
2016-03-27 03:00:00,13,3,27,3,17.0,19.0
2016-03-27 04:00:00,13,3,27,4,13.0,17.0
2016-03-27 05:00:00,13,3,27,5,13.0,13.0
2016-03-27 06:00:00,13,3,27,6,13.0,13.0
2016-03-27 07:00:00,15,3,27,7,13.0,13.0
2016-03-27 08:00:00,16,3,27,8,15.0,13.0
2016-03-27 09:00:00,16,3,27,9,16.0,15.0
2016-03-27 10:00:00,18,3,27,10,16.0,16.0
2016-03-27 11:00:00,22,3,27,11,18.0,16.0
2016-03-27 12:00:00,22,3,27,12,22.0,18.0
2016-03-27 13:00:00,21,3,27,13,22.0,22.0
2016-03-27 14:00:00,19,3,27,14,21.0,22.0
2016-03-27 15:00:00,22,3,27,15,19.0,21.0
2016-03-27 16:00:00,22,3,27,16,22.0,19.0
2016-03-27 17:00:00,21,3,27,17,22.0,22.0
2016-03-27 18:00:00,27,3,27,18,21.0,22.0
2016-03-27 19:00:00,26,3,27,19,27.0,21.0
2016-03-27 20:00:00,25,3,27,20,26.0,27.0
2016-03-27 21:00:00,26,3,27,21,25.0,26.0
2016-03-27 22:00:00,21,3,27,22,26.0,25.0
2016-03-27 23:00:00,24,3,27,23,21.0,26.0
2016-03-28 00:00:00,23,3,28,0,24.0,21.0
2016-03-28 01:00:00,22,3,28,1,23.0,24.0
2016-03-28 02:00:00,16,3,28,2,22.0,23.0
2016-03-28 03:00:00,17,3,28,3,16.0,22.0
2016-03-28 04:00:00,13,3,28,4,17.0,16.0
2016-03-28 05:00:00,12,3,28,5,13.0,17.0
2016-03-28 06:00:00,19,3,28,6,12.0,13.0
2016-03-28 07:00:00,18,3,28,7,19.0,12.0
2016-03-28 08:00:00,21,3,28,8,18.0,19.0
2016-03-28 09:00:00,28,3,28,9,21.0,18.0
2016-03-28 10:00:00,29,3,28,10,28.0,21.0
2016-03-28 11:00:00,41,3,28,11,29.0,28.0
2016-03-28 12:00:00,43,3,28,12,41.0,29.0
2016-03-28 13:00:00,34,3,28,13,43.0,41.0
2016-03-28 14:00:00,39,3,28,14,34.0,43.0
2016-03-28 15:00:00,37,3,28,15,39.0,34.0
2016-03-28 16:00:00,39,3,28,16,37.0,39.0
2016-03-28 17:00:00,38,3,28,17,39.0,37.0
2016-03-28 18:00:00,39,3,28,18,38.0,39.0
2016-03-28 19:00:00,38,3,28,19,39.0,38.0
2016-03-28 20:00:00,42,3,28,20,38.0,39.0
2016-03-28 21:00:00,39,3,28,21,42.0,38.0
2016-03-28 22:00:00,39,3,28,22,39.0,42.0
2016-03-28 23:00:00,38,3,28,23,39.0,39.0
2016-03-29 00:00:00,32,3,29,0,38.0,39.0
2016-03-29 01:00:00,31,3,29,1,32.0,38.0
2016-03-29 02:00:00,26,3,29,2,31.0,32.0
2016-03-29 03:00:00,19,3,29,3,26.0,31.0
2016-03-29 04:00:00,18,3,29,4,19.0,26.0
2016-03-29 05:00:00,16,3,29,5,18.0,19.0
2016-03-29 06:00:00,20,3,29,6,16.0,18.0
2016-03-29 07:00:00,22,3,29,7,20.0,16.0
2016-03-29 08:00:00,25,3,29,8,22.0,20.0
2016-03-29 09:00:00,28,3,29,9,25.0,22.0
2016-03-29 10:00:00,38,3,29,10,28.0,25.0
2016-03-29 11:00:00,42,3,29,11,38.0,28.0
2016-03-29 12:00:00,43,3,29,12,42.0,38.0
2016-03-29 13:00:00,41,3,29,13,43.0,42.0
2016-03-29 14:00:00,44,3,29,14,41.0,43.0
2016-03-29 15:00:00,45,3,29,15,44.0,41.0
2016-03-29 16:00:00,38,3,29,16,45.0,44.0
2016-03-29 17:00:00,42,3,29,17,38.0,45.0
2016-03-29 18:00:00,43,3,29,18,42.0,38.0
2016-03-29 19:00:00,44,3,29,19,43.0,42.0
2016-03-29 20:00:00,44,3,29,20,44.0,43.0
2016-03-29 21:00:00,40,3,29,21,44.0,44.0
2016-03-29 22:00:00,39,3,29,22,40.0,44.0
2016-03-29 23:00:00,39,3,29,23,39.0,40.0
2016-03-30 00:00:00,36,3,30,0,39.0,39.0
2016-03-30 01:00:00,33,3,30,1,36.0,39.0
2016-03-30 02:00:00,26,3,30,2,33.0,36.0
2016-03-30 03:00:00,21,3,30,3,26.0,33.0
2016-03-30 04:00:00,18,3,30,4,21.0,26.0
2016-03-30 05:00:00,17,3,30,5,18.0,21.0
2016-03-30 06:00:00,20,3,30,6,17.0,18.0
2016-03-30 07:00:00,26,3,30,7,20.0,17.0
2016-03-30 08:00:00,25,3,30,8,26.0,20.0
2016-03-30 09:00:00,27,3,30,9,25.0,26.0
2016-03-30 10:00:00,44,3,30,10,27.0,25.0
2016-03-30 11:00:00,52,3,30,11,44.0,27.0
2016-03-30 12:00:00,48,3,30,12,52.0,44.0
2016-03-30 13:00:00,43,3,30,13,48.0,52.0
2016-03-30 14:00:00,46,3,30,14,43.0,48.0
2016-03-30 15:00:00,51,3,30,15,46.0,43.0
2016-03-30 16:00:00,46,3,30,16,51.0,46.0
2016-03-30 17:00:00,47,3,30,17,46.0,51.0
2016-03-30 18:00:00,42,3,30,18,47.0,46.0
2016-03-30 19:00:00,48,3,30,19,42.0,47.0
2016-03-30 20:00:00,44,3,30,20,48.0,42.0
2016-03-30 21:00:00,41,3,30,21,44.0,48.0
2016-03-30 22:00:00,41,3,30,22,41.0,44.0
2016-03-30 23:00:00,38,3,30,23,41.0,41.0
2016-03-31 00:00:00,36,3,31,0,38.0,41.0
2016-03-31 01:00:00,30,3,31,1,36.0,38.0
2016-03-31 02:00:00,26,3,31,2,30.0,36.0
2016-03-31 03:00:00,24,3,31,3,26.0,30.0
2016-03-31 04:00:00,18,3,31,4,24.0,26.0
2016-03-31 05:00:00,18,3,31,5,18.0,24.0
2016-03-31 06:00:00,18,3,31,6,18.0,18.0
2016-03-31 07:00:00,22,3,31,7,18.0,18.0
2016-03-31 08:00:00,25,3,31,8,22.0,18.0
2016-03-31 09:00:00,28,3,31,9,25.0,22.0
2016-03-31 10:00:00,40,3,31,10,28.0,25.0
2016-03-31 11:00:00,41,3,31,11,40.0,28.0
2016-03-31 12:00:00,41,3,31,12,41.0,40.0
2016-03-31 13:00:00,36,3,31,13,41.0,41.0
2016-03-31 14:00:00,42,3,31,14,36.0,41.0
2016-03-31 15:00:00,41,3,31,15,42.0,36.0
2016-03-31 16:00:00,40,3,31,16,41.0,42.0
2016-03-31 17:00:00,37,3,31,17,40.0,41.0
2016-03-31 18:00:00,44,3,31,18,37.0,40.0
2016-03-31 19:00:00,45,3,31,19,44.0,37.0
2016-03-31 20:00:00,40,3,31,20,45.0,44.0
2016-03-31 21:00:00,38,3,31,21,40.0,45.0
2016-03-31 22:00:00,32,3,31,22,38.0,40.0
2016-03-31 23:00:00,37,3,31,23,32.0,38.0
2016-04-01 00:00:00,35,4,1,0,37.0,32.0
2016-04-01 01:00:00,30,4,1,1,35.0,37.0
2016-04-01 02:00:00,23,4,1,2,30.0,35.0
2016-04-01 03:00:00,22,4,1,3,23.0,30.0
2016-04-01 04:00:00,18,4,1,4,22.0,23.0
2016-04-01 05:00:00,17,4,1,5,18.0,22.0
2016-04-01 06:00:00,18,4,1,6,17.0,18.0
2016-04-01 07:00:00,22,4,1,7,18.0,17.0
2016-04-01 08:00:00,23,4,1,8,22.0,18.0
2016-04-01 09:00:00,28,4,1,9,23.0,22.0
2016-04-01 10:00:00,34,4,1,10,28.0,23.0
2016-04-01 11:00:00,45,4,1,11,34.0,28.0
2016-04-01 12:00:00,50,4,1,12,45.0,34.0
2016-04-01 13:00:00,43,4,1,13,50.0,45.0
2016-04-01 14:00:00,40,4,1,14,43.0,50.0
2016-04-01 15:00:00,43,4,1,15,40.0,43.0
2016-04-01 16:00:00,37,4,1,16,43.0,40.0
2016-04-01 17:00:00,35,4,1,17,37.0,43.0
2016-04-01 18:00:00,40,4,1,18,35.0,37.0
2016-04-01 19:00:00,40,4,1,19,40.0,35.0
2016-04-01 20:00:00,37,4,1,20,40.0,40.0
2016-04-01 21:00:00,38,4,1,21,37.0,40.0
2016-04-01 22:00:00,34,4,1,22,38.0,37.0
2016-04-01 23:00:00,31,4,1,23,34.0,38.0
2016-04-02 00:00:00,32,4,2,0,31.0,34.0
2016-04-02 01:00:00,24,4,2,1,32.0,31.0
2016-04-02 02:00:00,20,4,2,2,24.0,32.0
2016-04-02 03:00:00,14,4,2,3,20.0,24.0
2016-04-02 04:00:00,16,4,2,4,14.0,20.0
2016-04-02 05:00:00,11,4,2,5,16.0,14.0
2016-04-02 06:00:00,14,4,2,6,11.0,16.0
2016-04-02 07:00:00,16,4,2,7,14.0,11.0
2016-04-02 08:00:00,17,4,2,8,16.0,14.0
2016-04-02 09:00:00,20,4,2,9,17.0,16.0
2016-04-02 10:00:00,21,4,2,10,20.0,17.0
2016-04-02 11:00:00,25,4,2,11,21.0,20.0
2016-04-02 12:00:00,26,4,2,12,25.0,21.0
2016-04-02 13:00:00,26,4,2,13,26.0,25.0
2016-04-02 14:00:00,24,4,2,14,26.0,26.0
2016-04-02 15:00:00,24,4,2,15,24.0,26.0
2016-04-02 16:00:00,28,4,2,16,24.0,24.0
2016-04-02 17:00:00,27,4,2,17,28.0,24.0
2016-04-02 18:00:00,31,4,2,18,27.0,28.0
2016-04-02 19:00:00,29,4,2,19,31.0,27.0
2016-04-02 20:00:00,29,4,2,20,29.0,31.0
2016-04-02 21:00:00,32,4,2,21,29.0,29.0
2016-04-02 22:00:00,31,4,2,22,32.0,29.0
2016-04-02 23:00:00,32,4,2,23,31.0,32.0
2016-04-03 00:00:00,28,4,3,0,32.0,31.0
2016-04-03 01:00:00,21,4,3,1,28.0,32.0
2016-04-03 02:00:00,20,4,3,2,21.0,28.0
2016-04-03 03:00:00,20,4,3,3,20.0,21.0
2016-04-03 04:00:00,14,4,3,4,20.0,20.0
2016-04-03 05:00:00,13,4,3,5,14.0,20.0
2016-04-03 06:00:00,13,4,3,6,13.0,14.0
2016-04-03 07:00:00,20,4,3,7,13.0,13.0
2016-04-03 08:00:00,17,4,3,8,20.0,13.0
2016-04-03 09:00:00,26,4,3,9,17.0,20.0
2016-04-03 10:00:00,27,4,3,10,26.0,17.0
2016-04-03 11:00:00,25,4,3,11,27.0,26.0
2016-04-03 12:00:00,24,4,3,12,25.0,27.0
2016-04-03 13:00:00,25,4,3,13,24.0,25.0
2016-04-03 14:00:00,24,4,3,14,25.0,24.0
2016-04-03 15:00:00,27,4,3,15,24.0,25.0
2016-04-03 16:00:00,25,4,3,16,27.0,24.0
2016-04-03 17:00:00,27,4,3,17,25.0,27.0
2016-04-03 18:00:00,30,4,3,18,27.0,25.0
2016-04-03 19:00:00,28,4,3,19,30.0,27.0
2016-04-03 20:00:00,27,4,3,20,28.0,30.0
2016-04-03 21:00:00,29,4,3,21,27.0,28.0
2016-04-03 22:00:00,26,4,3,22,29.0,27.0
2016-04-03 23:00:00,28,4,3,23,26.0,29.0
2016-04-04 00:00:00,28,4,4,0,28.0,26.0
2016-04-04 01:00:00,24,4,4,1,28.0,28.0
2016-04-04 02:00:00,21,4,4,2,24.0,28.0
2016-04-04 03:00:00,19,4,4,3,21.0,24.0
2016-04-04 04:00:00,17,4,4,4,19.0,21.0
2016-04-04 05:00:00,17,4,4,5,17.0,19.0
2016-04-04 06:00:00,16,4,4,6,17.0,17.0
2016-04-04 07:00:00,20,4,4,7,16.0,17.0
2016-04-04 08:00:00,27,4,4,8,20.0,16.0
2016-04-04 09:00:00,28,4,4,9,27.0,20.0
2016-04-04 10:00:00,39,4,4,10,28.0,27.0
2016-04-04 11:00:00,53,4,4,11,39.0,28.0
2016-04-04 12:00:00,50,4,4,12,53.0,39.0
2016-04-04 13:00:00,42,4,4,13,50.0,53.0
2016-04-04 14:00:00,44,4,4,14,42.0,50.0
2016-04-04 15:00:00,45,4,4,15,44.0,42.0
2016-04-04 16:00:00,45,4,4,16,45.0,44.0
2016-04-04 17:00:00,44,4,4,17,45.0,45.0
2016-04-04 18:00:00,44,4,4,18,44.0,45.0
2016-04-04 19:00:00,48,4,4,19,44.0,44.0
2016-04-04 20:00:00,43,4,4,20,48.0,44.0
2016-04-04 21:00:00,40,4,4,21,43.0,48.0
2016-04-04 22:00:00,39,4,4,22,40.0,43.0
2016-04-04 23:00:00,41,4,4,23,39.0,40.0
2016-04-05 00:00:00,35,4,5,0,41.0,39.0
2016-04-05 01:00:00,29,4,5,1,35.0,41.0
2016-04-05 02:00:00,26,4,5,2,29.0,35.0
2016-04-05 03:00:00,20,4,5,3,26.0,29.0
2016-04-05 04:00:00,18,4,5,4,20.0,26.0
2016-04-05 05:00:00,17,4,5,5,18.0,20.0
2016-04-05 06:00:00,19,4,5,6,17.0,18.0
2016-04-05 07:00:00,25,4,5,7,19.0,17.0
2016-04-05 08:00:00,29,4,5,8,25.0,19.0
2016-04-05 09:00:00,30,4,5,9,29.0,25.0
2016-04-05 10:00:00,43,4,5,10,30.0,29.0
2016-04-05 11:00:00,44,4,5,11,43.0,30.0
2016-04-05 12:00:00,45,4,5,12,44.0,43.0
2016-04-05 13:00:00,38,4,5,13,45.0,44.0
2016-04-05 14:00:00,45,4,5,14,38.0,45.0
2016-04-05 15:00:00,43,4,5,15,45.0,38.0
2016-04-05 16:00:00,40,4,5,16,43.0,45.0
2016-04-05 17:00:00,42,4,5,17,40.0,43.0
2016-04-05 18:00:00,43,4,5,18,42.0,40.0
2016-04-05 19:00:00,44,4,5,19,43.0,42.0
2016-04-05 20:00:00,39,4,5,20,44.0,43.0
2016-04-05 21:00:00,40,4,5,21,39.0,44.0
2016-04-05 22:00:00,39,4,5,22,40.0,39.0
2016-04-05 23:00:00,41,4,5,23,39.0,40.0
2016-04-06 00:00:00,35,4,6,0,41.0,39.0
2016-04-06 01:00:00,32,4,6,1,35.0,41.0
2016-04-06 02:00:00,23,4,6,2,32.0,35.0
2016-04-06 03:00:00,18,4,6,3,23.0,32.0
2016-04-06 04:00:00,18,4,6,4,18.0,23.0
2016-04-06 05:00:00,16,4,6,5,18.0,18.0
2016-04-06 06:00:00,19,4,6,6,16.0,18.0
2016-04-06 07:00:00,23,4,6,7,19.0,16.0
2016-04-06 08:00:00,21,4,6,8,23.0,19.0
2016-04-06 09:00:00,25,4,6,9,21.0,23.0
2016-04-06 10:00:00,39,4,6,10,25.0,21.0
2016-04-06 11:00:00,41,4,6,11,39.0,25.0
2016-04-06 12:00:00,41,4,6,12,41.0,39.0
2016-04-06 13:00:00,39,4,6,13,41.0,41.0
2016-04-06 14:00:00,41,4,6,14,39.0,41.0
2016-04-06 15:00:00,38,4,6,15,41.0,39.0
2016-04-06 16:00:00,36,4,6,16,38.0,41.0
2016-04-06 17:00:00,37,4,6,17,36.0,38.0
2016-04-06 18:00:00,46,4,6,18,37.0,36.0
2016-04-06 19:00:00,46,4,6,19,46.0,37.0
2016-04-06 20:00:00,45,4,6,20,46.0,46.0
2016-04-06 21:00:00,43,4,6,21,45.0,46.0
2016-04-06 22:00:00,39,4,6,22,43.0,45.0
2016-04-06 23:00:00,35,4,6,23,39.0,43.0
2016-04-07 00:00:00,34,4,7,0,35.0,39.0
2016-04-07 01:00:00,25,4,7,1,34.0,35.0
2016-04-07 02:00:00,27,4,7,2,25.0,34.0
2016-04-07 03:00:00,22,4,7,3,27.0,25.0
2016-04-07 04:00:00,20,4,7,4,22.0,27.0
2016-04-07 05:00:00,17,4,7,5,20.0,22.0
2016-04-07 06:00:00,20,4,7,6,17.0,20.0
2016-04-07 07:00:00,26,4,7,7,20.0,17.0
2016-04-07 08:00:00,23,4,7,8,26.0,20.0
2016-04-07 09:00:00,28,4,7,9,23.0,26.0
2016-04-07 10:00:00,48,4,7,10,28.0,23.0
2016-04-07 11:00:00,46,4,7,11,48.0,28.0
2016-04-07 12:00:00,45,4,7,12,46.0,48.0
2016-04-07 13:00:00,41,4,7,13,45.0,46.0
2016-04-07 14:00:00,46,4,7,14,41.0,45.0
2016-04-07 15:00:00,43,4,7,15,46.0,41.0
2016-04-07 16:00:00,43,4,7,16,43.0,46.0
2016-04-07 17:00:00,45,4,7,17,43.0,43.0
2016-04-07 18:00:00,42,4,7,18,45.0,43.0
2016-04-07 19:00:00,45,4,7,19,42.0,45.0
2016-04-07 20:00:00,42,4,7,20,45.0,42.0
2016-04-07 21:00:00,40,4,7,21,42.0,45.0
2016-04-07 22:00:00,39,4,7,22,40.0,42.0
2016-04-07 23:00:00,32,4,7,23,39.0,40.0
2016-04-08 00:00:00,34,4,8,0,32.0,39.0
2016-04-08 01:00:00,29,4,8,1,34.0,32.0
2016-04-08 02:00:00,24,4,8,2,29.0,34.0
2016-04-08 03:00:00,19,4,8,3,24.0,29.0
2016-04-08 04:00:00,15,4,8,4,19.0,24.0
2016-04-08 05:00:00,17,4,8,5,15.0,19.0
2016-04-08 06:00:00,19,4,8,6,17.0,15.0
2016-04-08 07:00:00,21,4,8,7,19.0,17.0
2016-04-08 08:00:00,20,4,8,8,21.0,19.0
2016-04-08 09:00:00,23,4,8,9,20.0,21.0
2016-04-08 10:00:00,27,4,8,10,23.0,20.0
2016-04-08 11:00:00,34,4,8,11,27.0,23.0
2016-04-08 12:00:00,36,4,8,12,34.0,27.0
2016-04-08 13:00:00,34,4,8,13,36.0,34.0
2016-04-08 14:00:00,34,4,8,14,34.0,36.0
2016-04-08 15:00:00,34,4,8,15,34.0,34.0
2016-04-08 16:00:00,30,4,8,16,34.0,34.0
2016-04-08 17:00:00,30,4,8,17,30.0,34.0
2016-04-08 18:00:00,34,4,8,18,30.0,30.0
2016-04-08 19:00:00,39,4,8,19,34.0,30.0
2016-04-08 20:00:00,36,4,8,20,39.0,34.0
2016-04-08 21:00:00,31,4,8,21,36.0,39.0
2016-04-08 22:00:00,33,4,8,22,31.0,36.0
2016-04-08 23:00:00,28,4,8,23,33.0,31.0
2016-04-09 00:00:00,28,4,9,0,28.0,33.0
2016-04-09 01:00:00,24,4,9,1,28.0,28.0
2016-04-09 02:00:00,22,4,9,2,24.0,28.0
2016-04-09 03:00:00,19,4,9,3,22.0,24.0
2016-04-09 04:00:00,16,4,9,4,19.0,22.0
2016-04-09 05:00:00,13,4,9,5,16.0,19.0
2016-04-09 06:00:00,13,4,9,6,13.0,16.0
2016-04-09 07:00:00,16,4,9,7,13.0,13.0
2016-04-09 08:00:00,17,4,9,8,16.0,13.0
2016-04-09 09:00:00,21,4,9,9,17.0,16.0
2016-04-09 10:00:00,31,4,9,10,21.0,17.0
2016-04-09 11:00:00,31,4,9,11,31.0,21.0
2016-04-09 12:00:00,30,4,9,12,31.0,31.0
2016-04-09 13:00:00,23,4,9,13,30.0,31.0
2016-04-09 14:00:00,24,4,9,14,23.0,30.0
2016-04-09 15:00:00,22,4,9,15,24.0,23.0
2016-04-09 16:00:00,24,4,9,16,22.0,24.0
2016-04-09 17:00:00,27,4,9,17,24.0,22.0
2016-04-09 18:00:00,27,4,9,18,27.0,24.0
2016-04-09 19:00:00,29,4,9,19,27.0,27.0
2016-04-09 20:00:00,29,4,9,20,29.0,27.0
2016-04-09 21:00:00,30,4,9,21,29.0,29.0
2016-04-09 22:00:00,28,4,9,22,30.0,29.0
2016-04-09 23:00:00,29,4,9,23,28.0,30.0
2016-04-10 00:00:00,30,4,10,0,29.0,28.0
2016-04-10 01:00:00,19,4,10,1,30.0,29.0
2016-04-10 02:00:00,21,4,10,2,19.0,30.0
2016-04-10 03:00:00,15,4,10,3,21.0,19.0
2016-04-10 04:00:00,16,4,10,4,15.0,21.0
2016-04-10 05:00:00,11,4,10,5,16.0,15.0
2016-04-10 06:00:00,13,4,10,6,11.0,16.0
2016-04-10 07:00:00,14,4,10,7,13.0,11.0
2016-04-10 08:00:00,16,4,10,8,14.0,13.0
2016-04-10 09:00:00,19,4,10,9,16.0,14.0
2016-04-10 10:00:00,24,4,10,10,19.0,16.0
2016-04-10 11:00:00,23,4,10,11,24.0,19.0
2016-04-10 12:00:00,25,4,10,12,23.0,24.0
2016-04-10 13:00:00,26,4,10,13,25.0,23.0
2016-04-10 14:00:00,25,4,10,14,26.0,25.0
2016-04-10 15:00:00,23,4,10,15,25.0,26.0
2016-04-10 16:00:00,20,4,10,16,23.0,25.0
2016-04-10 17:00:00,25,4,10,17,20.0,23.0
2016-04-10 18:00:00,28,4,10,18,25.0,20.0
2016-04-10 19:00:00,29,4,10,19,28.0,25.0
2016-04-10 20:00:00,30,4,10,20,29.0,28.0
2016-04-10 21:00:00,27,4,10,21,30.0,29.0
2016-04-10 22:00:00,31,4,10,22,27.0,30.0
2016-04-10 23:00:00,30,4,10,23,31.0,27.0
2016-04-11 00:00:00,23,4,11,0,30.0,31.0
2016-04-11 01:00:00,21,4,11,1,23.0,30.0
2016-04-11 02:00:00,19,4,11,2,21.0,23.0
2016-04-11 03:00:00,17,4,11,3,19.0,21.0
2016-04-11 04:00:00,13,4,11,4,17.0,19.0
2016-04-11 05:00:00,15,4,11,5,13.0,17.0
2016-04-11 06:00:00,17,4,11,6,15.0,13.0
2016-04-11 07:00:00,21,4,11,7,17.0,15.0
2016-04-11 08:00:00,21,4,11,8,21.0,17.0
2016-04-11 09:00:00,28,4,11,9,21.0,21.0
2016-04-11 10:00:00,33,4,11,10,28.0,21.0
2016-04-11 11:00:00,41,4,11,11,33.0,28.0
2016-04-11 12:00:00,39,4,11,12,41.0,33.0
2016-04-11 13:00:00,38,4,11,13,39.0,41.0
2016-04-11 14:00:00,44,4,11,14,38.0,39.0
2016-04-11 15:00:00,38,4,11,15,44.0,38.0
2016-04-11 16:00:00,42,4,11,16,38.0,44.0
2016-04-11 17:00:00,42,4,11,17,42.0,38.0
2016-04-11 18:00:00,46,4,11,18,42.0,42.0
2016-04-11 19:00:00,43,4,11,19,46.0,42.0
2016-04-11 20:00:00,46,4,11,20,43.0,46.0
2016-04-11 21:00:00,39,4,11,21,46.0,43.0
2016-04-11 22:00:00,43,4,11,22,39.0,46.0
2016-04-11 23:00:00,36,4,11,23,43.0,39.0
2016-04-12 00:00:00,36,4,12,0,36.0,43.0
2016-04-12 01:00:00,32,4,12,1,36.0,36.0
2016-04-12 02:00:00,23,4,12,2,32.0,36.0
2016-04-12 03:00:00,19,4,12,3,23.0,32.0
2016-04-12 04:00:00,20,4,12,4,19.0,23.0
2016-04-12 05:00:00,14,4,12,5,20.0,19.0
2016-04-12 06:00:00,18,4,12,6,14.0,20.0
